competition,role,judge,country
gpchn2019SEG004OF,Judge No.4,Tomie FUKUDOME,Japan
gpchn2019SEG004OF,Judge No.5,Melody Tan Tan YIP,Hong Kong
gpchn2019SEG004OF,Judge No.6,Chihee RHEE,South Korea
gpchn2019SEG004OF,Judge No.7,Alexei BELETSKI,Israel
gpchn2019SEG004OF,Judge No.8,Elena FOMINA,Russia
gpchn2019SEG004OF,Judge No.9,Yumin WANG,China
gpf2019SEG001OF,Judge No.1,Anthony LEROY,France
gpf2019SEG001OF,Judge No.2,Wei SHI,Canada
gpf2019SEG001OF,Judge No.3,Elisabeth BINDER,Austria
gpf2019SEG001OF,Judge No.4,Olga KOZHEMYAKINA,Russia
gpf2019SEG001OF,Judge No.5,Mami MAEDA,Japan
gpf2019SEG001OF,Judge No.6,Walter TOIGO,Italy
gpf2019SEG001OF,Judge No.7,Wendy ENZMANN,USA
gpf2019SEG001OF,Judge No.8,Salome CHIGOGIDZE,Georgia
gpf2019SEG001OF,Judge No.9,Deborah ISLAM,Canada
gpf2019SEG002OF,Judge No.1,Anthony LEROY,France
gpf2019SEG002OF,Judge No.2,Wei SHI,Canada
gpf2019SEG002OF,Judge No.3,Elisabeth BINDER,Austria
gpf2019SEG002OF,Judge No.4,Olga KOZHEMYAKINA,Russia
gpf2019SEG002OF,Judge No.5,Mami MAEDA,Japan
gpf2019SEG002OF,Judge No.6,Walter TOIGO,Italy
gpf2019SEG002OF,Judge No.7,Wendy ENZMANN,USA
gpf2019SEG002OF,Judge No.8,Salome CHIGOGIDZE,Georgia
gpf2019SEG002OF,Judge No.9,Deborah ISLAM,Canada
gpf2019SEG003OF,Judge No.1,Tomie FUKUDOME,Japan
gpf2019SEG003OF,Judge No.2,Chihee RHEE,South Korea
gpf2019SEG003OF,Judge No.3,Marta OLOZAGARRE,Spain
gpf2019SEG003OF,Judge No.4,Peter VOTH,Germany
gpf2019SEG003OF,Judge No.5,Deborah ISLAM,Canada
gpf2019SEG003OF,Judge No.6,Anthony LEROY,France
gpf2019SEG003OF,Judge No.7,Peggy GRAHAM,USA
gpf2019SEG003OF,Judge No.8,Marco BUTTARELLI,Italy
gpf2019SEG003OF,Judge No.9,Elena FOMINA,Russia
gpf2019SEG004OF,Judge No.1,Tomie FUKUDOME,Japan
gpf2019SEG004OF,Judge No.2,Chihee RHEE,South Korea
gpf2019SEG004OF,Judge No.3,Marta OLOZAGARRE,Spain
gpf2019SEG004OF,Judge No.4,Peter VOTH,Germany
gpf2019SEG004OF,Judge No.5,Deborah ISLAM,Canada
gpf2019SEG004OF,Judge No.6,Anthony LEROY,France
gpf2019SEG004OF,Judge No.7,Peggy GRAHAM,USA
gpf2019SEG004OF,Judge No.8,Marco BUTTARELLI,Italy
gpf2019SEG004OF,Judge No.9,Elena FOMINA,Russia
gprus2019SEG001OF,Judge No.1,Irina KOMARNICKA,Latvia
gprus2019SEG001OF,Judge No.2,Donatella LEONELLI,Switzerland
gprus2019SEG001OF,Judge No.3,Veronique GOSSELIN,Canada
gprus2019SEG001OF,Judge No.4,Todd BROMLEY,USA
gprus2019SEG001OF,Judge No.5,Maria GRIBONOSOVA-GREBNEVA,Russia
gprus2019SEG001OF,Judge No.6,Helene CUCUPHAT,France
gprus2019SEG001OF,Judge No.7,Yury KLIUSHNIKOV,Azerbaijan
gprus2019SEG001OF,Judge No.8,Salome CHIGOGIDZE,Georgia
gprus2019SEG001OF,Judge No.9,Miwako ANDO,Japan
gprus2019SEG002OF,Judge No.1,Irina KOMARNICKA,Latvia
gprus2019SEG002OF,Judge No.2,Donatella LEONELLI,Switzerland
gprus2019SEG002OF,Judge No.3,Veronique GOSSELIN,Canada
gprus2019SEG002OF,Judge No.4,Todd BROMLEY,USA
gprus2019SEG002OF,Judge No.5,Maria GRIBONOSOVA-GREBNEVA,Russia
gprus2019SEG002OF,Judge No.6,Helene CUCUPHAT,France
gprus2019SEG002OF,Judge No.7,Yury KLIUSHNIKOV,Azerbaijan
gprus2019SEG002OF,Judge No.8,Salome CHIGOGIDZE,Georgia
gprus2019SEG002OF,Judge No.9,Miwako ANDO,Japan
gprus2019SEG003OF,Judge No.1,Elisabeth BINDER,Austria
gprus2019SEG003OF,Judge No.2,Antony GREVISSE,Belgium
gprus2019SEG003OF,Judge No.3,Rui ZHAO,China
gprus2019SEG003OF,Judge No.4,Todd BROMLEY,USA
gprus2019SEG003OF,Judge No.5,Miwako ANDO,Japan
gprus2019SEG003OF,Judge No.6,Helene CUCUPHAT,France
gprus2019SEG003OF,Judge No.7,Sviatoslav BABENKO,Russia
gprus2019SEG003OF,Judge No.8,Yury KLIUSHNIKOV,Azerbaijan
gprus2019SEG003OF,Judge No.9,Donatella LEONELLI,Switzerland
gprus2019SEG004OF,Judge No.1,Elisabeth BINDER,Austria
gprus2019SEG004OF,Judge No.2,Antony GREVISSE,Belgium
gprus2019SEG004OF,Judge No.3,Rui ZHAO,China
gprus2019SEG004OF,Judge No.4,Todd BROMLEY,USA
gprus2019SEG004OF,Judge No.5,Miwako ANDO,Japan
gprus2019SEG004OF,Judge No.6,Helene CUCUPHAT,France
gprus2019SEG004OF,Judge No.7,Sviatoslav BABENKO,Russia
gprus2019SEG004OF,Judge No.8,Yury KLIUSHNIKOV,Azerbaijan
gprus2019SEG004OF,Judge No.9,Donatella LEONELLI,Switzerland
